,drug_1,drug_2,cell,label
242,132971,1546,ACH-002199,0
243,9927978,5746,ACH-000750,0
244,123608,443939,ACH-001738,0
245,46781465,2141,ACH-000817,0
246,4211,2907,ACH-002195,1
247,4211,2478,ACH-002195,0
248,5035,439693,ACH-000046,0
249,3385,2662,ACH-000706,0
250,5790,1546,ACH-000504,0
251,2662,5935,ACH-000367,0
252,11977753,5311,ACH-001002,0
253,6914657,3062316,ACH-001002,1
254,62770,163659,ACH-000730,1
255,71384,5284616,ACH-000288,0
256,6194,38904,ACH-000750,0
257,443939,5035,ACH-000817,0
258,2187,6239,ACH-000750,0
259,5311,2478,ACH-000433,0
260,2733525,163659,ACH-002159,1
261,3385,2187,ACH-000273,0
262,1546,5388983,ACH-000969,1
263,451668,387447,ACH-000504,0
264,5790,5394,ACH-000504,1
265,5311,10027278,ACH-000572,1
266,73013358,24748573,ACH-000788,1
267,104842,42890,ACH-001208,0
268,5388983,77082,ACH-000463,0
269,16736978,9943465,ACH-000579,0
270,216345,9818231,ACH-000008,1
271,249332,104741,ACH-000651,1
272,24748573,16038120,ACH-000450,0
273,3367,2187,ACH-000579,1
274,5035,5394,ACH-001190,0
275,9927978,46781465,ACH-000730,0
276,60198,387447,ACH-000971,0
277,5388983,387447,ACH-000979,0
278,249332,3657,ACH-001198,0
279,443939,25136944,ACH-000433,0
280,71384,5935,ACH-000655,1
281,2747117,11977753,ACH-000008,0
282,6194,5935,ACH-001151,0
283,176870,4829,ACH-002152,0
284,104794,9943465,ACH-000644,0
285,24776445,3657,ACH-000849,0
286,104741,5746,ACH-000900,0
287,3385,68740,ACH-000147,0
288,2723601,36314,ACH-000861,0
289,3081361,6239,ACH-001738,0
290,25033539,16222097,ACH-000169,1
291,2723601,5453,ACH-000425,0
292,24776445,62770,ACH-000706,1
293,16124726,11630874,ACH-000572,0
294,3463933,1361334,ACH-001190,0
295,60198,2662,ACH-000428,0
296,10113978,16736978,ACH-000219,0
297,36462,82146,ACH-001002,0
298,36314,135401907,ACH-000969,0
299,6914657,9950176,ACH-002143,0
300,123631,5746,ACH-001151,1
301,5035,9927978,ACH-000681,0
302,6194,249332,ACH-000969,0
303,73013358,176870,ACH-000572,0
304,9854073,2662,ACH-000615,1
305,5311,6239,ACH-000477,0
306,62770,5311,ACH-001127,1
307,6914657,56972185,ACH-000615,1
308,77082,148121,ACH-000376,0
309,1546,5935,ACH-002199,0
310,132971,60198,ACH-000148,0
311,10127622,2733526,ACH-000349,1
312,354624,42890,ACH-000552,0
313,73013358,11213558,ACH-000614,1
314,5330286,176870,ACH-000572,0
315,148124,2907,ACH-002159,0
316,135440466,11524144,ACH-000968,0
317,16736978,11630874,ACH-000401,1
318,123631,104741,ACH-000288,0
319,9854073,123631,ACH-000997,1
320,3062316,11617559,ACH-000008,0
321,163659,387447,ACH-001039,1
322,5790,354624,ACH-001198,0
323,62770,3385,ACH-000343,0
324,148177,104794,ACH-000614,0
325,6194,68740,ACH-000046,0
326,10127622,148124,ACH-000614,1
327,176167,5702198,ACH-000987,0
328,5291,2907,ACH-000147,1
329,135398738,354624,ACH-001039,0
330,3902,5453,ACH-000966,0
331,5394,6239,ACH-000367,0
332,5311,4829,ACH-002143,0
333,443939,71384,ACH-000861,0
334,5426,6445540,ACH-000655,1
335,126565,3463933,ACH-000425,0
336,25136944,62770,ACH-001081,0
337,135398738,3062316,ACH-001127,0
338,135398510,5394,ACH-000615,0
339,3081361,208908,ACH-000147,1
340,2123,5291,ACH-001081,0
341,5453,77082,ACH-000579,0
342,2123,2907,ACH-000425,0
343,5935,387447,ACH-001081,1
344,25136944,46781465,ACH-000273,0
345,6252,5388983,ACH-002172,0
346,5935,57469,ACH-000090,1
347,46781465,4114,ACH-000428,1
348,354624,46781465,ACH-000997,0
349,3385,249332,ACH-001151,0
350,5799,3385,ACH-000367,0
351,135418940,9943465,ACH-000968,1
352,2723601,5284616,ACH-000971,0
353,3463933,11524144,ACH-000644,0
354,176167,42623900,ACH-000219,0
355,5329102,11364421,ACH-000425,1
356,6914657,135440466,ACH-000450,1
357,3385,123608,ACH-000477,1
358,132971,2907,ACH-000090,0
359,451668,2141,ACH-000849,0
360,3367,2733525,ACH-000147,1
361,25022668,1401,ACH-000750,0
362,2723601,5394,ACH-000425,0
363,9854073,6445540,ACH-000552,1
364,6252,249332,ACH-000817,0
365,3902,5284616,ACH-001151,0
366,11364421,11524144,ACH-000644,0
367,249332,3367,ACH-000730,0
368,3062316,11617559,ACH-000788,1
369,123631,5329102,ACH-000811,0
370,10027278,5278396,ACH-000750,0
371,1546,57469,ACH-000343,0
372,5284616,454216,ACH-000730,0
373,5035,443939,ACH-000147,1
374,62770,3385,ACH-002199,1
375,148177,1401,ACH-000750,0
376,657237,176870,ACH-001002,1
377,148121,2478,ACH-000861,0
378,5035,126941,ACH-001081,1
379,5453,5426,ACH-000730,0
380,1546,36314,ACH-000971,0
381,6194,57469,ACH-000825,0
382,16041424,56972185,ACH-000644,0
383,5799,2478,ACH-000617,0
384,25136944,6252,ACH-000969,0
385,176167,159324,ACH-000425,1
386,123608,2478,ACH-000997,1
387,16041424,25022668,ACH-000730,0
388,68740,6239,ACH-000376,0
389,24748573,54708532,ACH-002152,0
390,36462,387447,ACH-002159,1
391,46930998,135398510,ACH-000425,0
392,148124,123608,ACH-000817,0
393,11656518,16124726,ACH-000968,1
394,163659,135401907,ACH-001081,0
395,25022668,5278396,ACH-000425,1
396,9950176,135418940,ACH-000987,0
397,2708,454216,ACH-000288,0
398,11617559,1361334,ACH-000750,1
399,3902,163659,ACH-000019,0
400,5494449,82146,ACH-000750,0
401,5426,9703,ACH-002159,0
402,2662,249332,ACH-000966,0
403,123631,148195,ACH-000783,1
404,123631,4211,ACH-000147,1
405,5746,5311,ACH-000971,1
406,11640390,10027278,ACH-000615,1
407,104842,123608,ACH-000997,0
408,6194,9703,ACH-000706,0
409,1546,5799,ACH-000696,0
410,76321032,68592449,ACH-000007,1
411,4493,1401,ACH-001002,0
412,249332,2907,ACH-000730,0
413,36314,5426,ACH-001208,1
414,36314,23615975,ACH-002172,0
415,2708,454216,ACH-000861,0
416,126565,216239,ACH-000644,0
417,3062316,4248455,ACH-000425,1
418,54611489,42890,ACH-000376,0
419,24776445,132971,ACH-000551,1
420,38904,5284616,ACH-000969,0
421,2733525,443939,ACH-000617,1
422,400633,439693,ACH-001151,0
423,16041424,151194,ACH-001002,1
424,3081361,3062316,ACH-000428,1
425,3367,148121,ACH-000825,0
426,6914657,16038120,ACH-000788,0
427,2708,400633,ACH-000900,0
428,3657,439693,ACH-000615,0
429,104741,2478,ACH-000433,0
430,126941,451668,ACH-000367,0
431,400633,354624,ACH-000825,0
432,5284616,9703,ACH-000971,1
433,132971,5284616,ACH-000969,1
434,176870,17754438,ACH-000987,1
435,5035,9854073,ACH-000504,1
436,2733525,451668,ACH-000900,0
437,3081361,354624,ACH-000681,0
438,104842,5426,ACH-000825,0
439,2708,3367,ACH-000681,0
440,439693,24197464,ACH-000655,1
441,126565,46930998,ACH-000788,0
442,3062316,159324,ACH-000219,1
443,9854073,3367,ACH-001738,1
444,3062316,11617559,ACH-000450,0
445,3657,23615975,ACH-000376,0
446,60198,3367,ACH-000811,0
447,6194,148121,ACH-002195,0
448,5311,9703,ACH-000696,0
449,354624,5746,ACH-000997,0
450,11977753,4248455,ACH-000008,0
451,77082,5746,ACH-001198,1
452,5799,5035,ACH-000477,0
453,3081361,123608,ACH-000811,0
454,216345,104794,ACH-000915,0
455,216239,5426,ACH-000900,0
456,36314,6445540,ACH-000552,1
457,176870,9950176,ACH-000572,0
458,5730,5278396,ACH-000348,0
459,71384,42890,ACH-000425,0
460,4211,148121,ACH-000552,0
461,354624,57469,ACH-001127,1
462,5730,1401,ACH-000750,0
463,4114,451668,ACH-000706,0
464,3081361,454216,ACH-000551,1
465,5494449,644213,ACH-002143,1
466,11313622,1401,ACH-000425,1
467,6194,2141,ACH-002199,0
468,68740,77082,ACH-000696,0
469,135401907,9703,ACH-000090,0
470,11656518,11364421,ACH-000614,1
471,4114,42890,ACH-000681,0
472,60198,400633,ACH-000768,0
473,148124,42623900,ACH-000644,1
474,36462,5746,ACH-000288,1
475,9854073,24776445,ACH-000706,1
476,5330286,159324,ACH-000572,1
477,62770,148121,ACH-000971,0
478,521106,644213,ACH-000614,1
479,5799,57469,ACH-000681,1
480,2187,135401907,ACH-000551,0
481,3385,5329102,ACH-000148,0
482,6252,4211,ACH-000273,0
483,2708,6445540,ACH-002172,0
484,454216,5284616,ACH-000811,1
485,6194,2478,ACH-002195,0
486,3657,5746,ACH-000477,0
487,3657,57469,ACH-000046,0
488,644213,16736978,ACH-000614,1
489,25227436,5311,ACH-000522,1
490,46781465,57469,ACH-000463,0
491,62770,208908,ACH-000343,1
492,71384,6194,ACH-000651,0
493,216239,77082,ACH-000425,1
494,7550,5394,ACH-000571,1
495,104741,5746,ACH-001738,0
496,14096316,135564985,ACH-001685,1
497,9854073,3902,ACH-000555,1
498,216239,159324,ACH-000219,0
499,62770,451668,ACH-001198,0
500,163659,57469,ACH-000343,0
501,6239,5746,ACH-001039,0
502,3062316,9703,ACH-000706,0
503,11977753,16736978,ACH-000968,0
504,5453,68740,ACH-000504,0
505,3902,5394,ACH-000433,0
506,36462,5291,ACH-000288,0
507,2733525,104741,ACH-002159,0
508,25136944,3657,ACH-002172,0
509,68740,163659,ACH-000681,1
510,25136944,3385,ACH-000651,0
511,4493,25022668,ACH-001002,1
512,104842,5746,ACH-000147,0
513,6239,451668,ACH-000768,0
514,3367,6239,ACH-000966,0
515,73013358,176870,ACH-000615,1
516,2733525,208908,ACH-000681,0
517,104741,6445540,ACH-000811,1
518,3081361,451668,ACH-002199,1
519,176870,11617559,ACH-000401,1
520,135398738,3367,ACH-000615,0
521,132971,123608,ACH-000900,0
522,148177,11313622,ACH-000614,0
523,148124,5426,ACH-001151,0
524,4211,57469,ACH-000367,0
525,86661883,24964624,ACH-000902,1
526,71384,36314,ACH-000696,0
527,5081913,11656518,ACH-000425,1
528,71384,2723601,ACH-000971,0
529,2733525,4114,ACH-001738,0
530,46930998,135440466,ACH-000219,1
531,135398510,151194,ACH-000730,1
532,36462,9818231,ACH-000987,0
533,148177,5278396,ACH-000219,1
534,3081361,163659,ACH-000555,1
535,9927978,5291,ACH-000825,0
536,38904,5311,ACH-000311,1
537,25136944,9703,ACH-000750,0
538,148177,176167,ACH-000401,0
539,9927978,5291,ACH-000900,0
540,2723601,454216,ACH-000730,0
541,148121,451668,ACH-000681,1
542,5329102,176870,ACH-000987,1
543,5035,2733525,ACH-000966,0
544,439693,42890,ACH-000900,0
545,2733525,5311,ACH-000615,0
546,36462,6914657,ACH-000810,0
547,135398510,4829,ACH-000348,0
548,5035,38904,ACH-000979,1
549,2733525,77082,ACH-000555,0
550,132971,5935,ACH-000750,0
551,123631,62770,ACH-001127,1
552,25136944,36314,ACH-001151,1
553,2187,23615975,ACH-001151,0
554,38904,3657,ACH-000288,0
555,5394,36314,ACH-000681,1
556,46781465,68740,ACH-001039,0
557,6194,3385,ACH-000090,1
558,11364421,3463933,ACH-000401,1
559,176167,16041424,ACH-000644,0
560,104842,4211,ACH-000681,0
561,5394,57469,ACH-000551,0
562,36462,36314,ACH-000768,0
563,3062316,443939,ACH-000288,0
564,3385,104842,ACH-001190,0
565,36462,73013358,ACH-000750,0
566,135398738,5746,ACH-000433,1
567,5394,123608,ACH-000046,1
568,9950176,135418940,ACH-000579,1
569,163659,9703,ACH-001151,0
570,5311,23615975,ACH-000849,0
571,5311,23725625,ACH-000522,1
572,60198,36462,ACH-000428,1
573,156419,11598628,ACH-000052,0
574,24748573,3463933,ACH-000915,1
575,443939,57469,ACH-000706,1
576,5453,57469,ACH-000615,0
577,9818231,5278396,ACH-000788,1
578,216239,3218,ACH-000008,0
579,3657,23615975,ACH-000811,1
580,126941,24197464,ACH-000288,0
581,5291,3062316,ACH-000090,1
582,6914657,11364421,ACH-000730,1
583,249332,400633,ACH-000817,1
584,2708,387447,ACH-002195,0
585,16038120,9943465,ACH-002143,0
586,2662,5935,ACH-000750,0
587,2723601,3367,ACH-002172,0
588,354624,5426,ACH-000148,0
589,36462,2478,ACH-000343,0
590,148124,9818231,ACH-000008,1
591,71384,46781465,ACH-000425,0
592,135440466,9818231,ACH-000968,1
593,5284616,24197464,ACH-000273,1
594,5702198,6505803,ACH-000615,0
595,123631,68740,ACH-000651,0
596,2723601,6445540,ACH-000971,1
597,11364421,25022668,ACH-001002,0
598,68740,387447,ACH-000768,0
599,176870,42623900,ACH-000425,0
600,3902,163659,ACH-002172,0
601,77082,23615975,ACH-000343,0
602,24776445,5311,ACH-000304,0
603,132971,2708,ACH-001198,1
604,132971,1546,ACH-000825,0
605,151194,11656518,ACH-000615,0
606,5329102,2187,ACH-000817,0
607,5035,454216,ACH-000617,0
608,6194,2187,ACH-001151,0
609,132971,126941,ACH-001738,0
610,123631,16681698,ACH-000568,1
611,5081913,5330286,ACH-000968,0
612,5746,443939,ACH-000477,0
613,73013358,11313622,ACH-000008,1
614,126565,6505803,ACH-000579,1
615,6252,104741,ACH-000288,0
616,159324,135418940,ACH-000750,0
617,36462,148124,ACH-000696,0
618,644213,135418940,ACH-001002,1
619,3385,11520894,ACH-000943,1
620,77082,5426,ACH-000552,0
621,249332,3367,ACH-000552,1
622,2747117,5312137,ACH-000348,0
623,24748573,6505803,ACH-000750,0
624,9854073,3367,ACH-001208,0
625,62770,400633,ACH-000750,0
626,68740,4114,ACH-000343,0
627,5935,451668,ACH-000900,0
628,2478,2141,ACH-000555,0
629,216239,5935,ACH-001127,0
630,36462,208908,ACH-000401,0
631,6914657,9818231,ACH-000810,0
632,135401907,5426,ACH-000433,0
633,3902,3657,ACH-000090,0
634,454216,2187,ACH-000090,1
635,10113978,54708532,ACH-001002,0
636,249332,123608,ACH-000966,0
637,77082,451668,ACH-000900,0
638,208908,4248455,ACH-000572,1
639,2708,5746,ACH-002195,1
640,5394,5311,ACH-000915,1
641,4211,104741,ACH-000019,0
642,123631,451668,ACH-000900,1
643,443939,123631,ACH-001738,0
644,9854073,104741,ACH-000900,1
645,82146,644213,ACH-000401,1
646,2723601,2733525,ACH-001190,1
647,9927978,24197464,ACH-001198,0
648,135401907,2141,ACH-000696,0
649,176167,5311,ACH-000788,0
650,3385,6252,ACH-001127,1
651,9854073,5329102,ACH-000997,1
652,132971,5291,ACH-001198,0
653,454216,6445540,ACH-000148,0
654,25262792,16719221,ACH-000927,0
655,104741,6239,ACH-002199,0
656,5311,2907,ACH-001198,0
657,6194,208908,ACH-000617,1
658,354624,387447,ACH-000849,1
659,126565,521106,ACH-000008,0
660,454216,439693,ACH-000997,0
661,36462,5311,ACH-000750,0
662,5081913,17754438,ACH-000304,0
663,38904,42890,ACH-002199,0
664,6252,439693,ACH-002195,0
665,2733525,42890,ACH-000811,1
666,176870,135418940,ACH-000008,0
667,1546,9703,ACH-000504,0
668,454216,6239,ACH-000555,0
669,6194,77082,ACH-000288,0
670,57441923,15558393,ACH-001685,1
671,9927978,5291,ACH-000504,0
672,2123,5388983,ACH-000861,0
673,36462,16041424,ACH-000987,0
674,10127622,521106,ACH-000219,0
675,5394,104842,ACH-000433,0
676,135440466,300471,ACH-000987,0
677,5388983,6445540,ACH-000817,0
678,5388983,57469,ACH-000750,0
679,5426,42890,ACH-000425,0
680,5494449,1361334,ACH-000572,0
681,2478,42890,ACH-000463,0
682,9854073,6445540,ACH-000750,1
683,216239,68740,ACH-000046,0
684,5081913,24776445,ACH-001002,0
685,123608,2141,ACH-000551,1
686,25136944,1546,ACH-000971,0
687,5790,6445540,ACH-002195,0
688,5453,5311,ACH-000343,0
689,135398738,2478,ACH-000651,0
690,9854073,123608,ACH-002159,1
691,5311,11617559,ACH-000644,0
692,11656518,11617559,ACH-000579,1
693,5081913,135440466,ACH-000401,1
694,451668,6445540,ACH-000367,1
695,2708,2733525,ACH-002195,0
696,25136944,2723601,ACH-000706,0
697,3081361,5291,ACH-000966,1
698,25136944,148124,ACH-000477,1
699,25262792,104741,ACH-000019,1
700,2708,5311,ACH-000579,0
701,2723601,38904,ACH-000147,0
702,3385,400633,ACH-000579,1
703,159324,56972185,ACH-000304,0
704,5311,5329102,ACH-000273,0
705,2123,126941,ACH-002199,0
706,5330286,11630874,ACH-000750,0
707,6252,163659,ACH-000849,0
708,2747117,451668,ACH-000615,0
709,5330286,25023738,ACH-000008,0
710,249332,2187,ACH-000552,0
711,60198,439693,ACH-000147,1
712,9943465,1361334,ACH-000572,1
713,11977753,1401,ACH-000788,1
714,135398738,208908,ACH-000288,0
715,5081913,300471,ACH-000987,0
716,11640390,17754438,ACH-000915,0
717,2723601,126941,ACH-000655,0
718,36462,3062316,ACH-001127,1
719,4493,56972185,ACH-000644,0
720,443939,2123,ACH-002195,1
721,104741,2141,ACH-000969,0
722,2123,3367,ACH-000971,0
723,135440466,5312137,ACH-000750,0
724,68740,6445540,ACH-001208,1
725,6252,354624,ACH-001039,0
726,3385,2662,ACH-000615,1
727,71384,77082,ACH-000288,1
728,2747117,5394,ACH-002143,0
729,400633,4211,ACH-000825,1
730,2723601,68740,ACH-000617,1
731,2733525,36314,ACH-000504,1
732,16659841,176167,ACH-000019,1
733,11640390,5730,ACH-001002,0
734,454216,9703,ACH-000046,1
735,24748573,15949613,ACH-000219,0
736,36462,11213558,ACH-000644,1
737,443939,62770,ACH-000849,1
738,2662,439693,ACH-002199,0
739,163659,2478,ACH-000750,0
740,104741,2907,ACH-001208,0
741,148124,5311,ACH-000343,1
742,5790,23615975,ACH-000477,0
743,2733525,400633,ACH-000367,0
744,36462,104842,ACH-000555,0
745,9927978,42890,ACH-000615,0
746,16041424,24748573,ACH-000915,1
747,11656518,16124726,ACH-000219,1
748,10113978,451668,ACH-000425,1
749,3385,443939,ACH-001127,0
750,5453,5329102,ACH-000651,0
751,24776445,5388983,ACH-000615,1
752,15949613,25021165,ACH-000788,1
753,6194,216239,ACH-000615,0
754,148121,135401907,ACH-000343,1
755,3062316,135418940,ACH-000615,1
756,354624,42890,ACH-000148,0
757,439693,24197464,ACH-001190,1
758,3081361,216239,ACH-000817,0
759,38904,46781465,ACH-002172,0
760,6252,2478,ACH-000849,0
761,2123,6239,ACH-000971,1
762,4211,5284616,ACH-000768,1
763,148177,3218,ACH-000968,0
764,135398738,148121,ACH-000428,0
765,11640390,104794,ACH-000615,1
766,2123,3902,ACH-000343,0
767,36314,5426,ACH-000651,0
768,2723601,4211,ACH-000696,0
769,3367,6239,ACH-000811,0
770,9818231,16038120,ACH-000425,1
771,17754438,25023738,ACH-000730,0
772,148177,42623900,ACH-000987,1
773,123608,9703,ACH-000696,1
774,5494449,3062316,ACH-000750,1
775,148124,5799,ACH-000971,0
776,3062316,387447,ACH-000477,0
777,151194,11656518,ACH-002143,0
778,3385,249332,ACH-000706,0
779,11364421,11630874,ACH-000348,0
780,5035,6239,ACH-000900,0
781,5278396,1361334,ACH-000579,0
782,6252,4211,ACH-000706,0
783,9818231,16736978,ACH-000968,1
784,2723601,77082,ACH-000463,0
785,9854073,6239,ACH-000768,0
786,24776445,16038120,ACH-000304,1
