,drug_1,drug_2,cell,label
70,54600319,32874,ACH-000750,1
71,132971,71384,ACH-000900,0
72,5291,3657,ACH-000551,0
73,6450551,5352062,ACH-000147,0
74,123631,23615975,ACH-000148,0
75,6450551,5453,ACH-000979,0
76,6450551,132971,ACH-000273,1
77,2567,3685,ACH-001198,0
78,2187,54600319,ACH-000979,0
79,42611257,23615975,ACH-000615,0
80,2708,5394,ACH-000655,0
81,163659,237,ACH-000428,0
82,6194,32874,ACH-000343,1
83,5394,16886,ACH-001208,0
84,6194,5746,ACH-000615,0
85,6194,3367,ACH-002159,0
86,5035,24776445,ACH-001081,1
87,3081361,163659,ACH-000046,1
88,104741,4114,ACH-000696,0
89,6194,5329102,ACH-000090,0
90,3081361,5035,ACH-000477,1
91,71384,208908,ACH-000971,1
92,126941,5291,ACH-000730,0
93,2187,32874,ACH-000147,1
94,15953832,9826528,ACH-000943,1
95,126941,40926,ACH-002159,0
96,2662,248862,ACH-000428,0
97,3081361,2723601,ACH-000730,0
98,126941,3685,ACH-000433,0
99,123631,2733525,ACH-000579,1
100,2723601,16886,ACH-002159,0
101,2723601,1805,ACH-000817,1
102,42611257,2733525,ACH-000428,1
103,2733525,2187,ACH-000425,1
104,132971,5352062,ACH-000730,0
105,5394,248862,ACH-001151,1
106,387447,11977753,ACH-000097,1
107,5329102,24964624,ACH-000322,1
108,5799,216239,ACH-000555,0
109,59691338,15953832,ACH-000147,1
110,439525,3685,ACH-001127,0
111,126941,4114,ACH-000900,0
112,2907,57469,ACH-000651,0
113,3081361,5394,ACH-000273,0
114,1546,216239,ACH-002159,0
115,5743,9826528,ACH-000311,1
116,24748204,387447,ACH-000657,1
117,248862,4842,ACH-000148,0
118,457193,5394,ACH-000343,1
119,5311497,216239,ACH-000035,0
120,2733525,5746,ACH-000979,0
121,2567,216239,ACH-000810,0
122,216326,5352062,ACH-001190,0
123,5388992,354624,ACH-000477,0
124,216326,5388992,ACH-000861,0
125,42611257,5746,ACH-001151,0
126,216239,46239015,ACH-000395,1
127,457193,126941,ACH-000463,1
128,71384,5746,ACH-000504,0
129,216239,2187,ACH-000825,0
130,457193,104741,ACH-000971,1
131,2723601,400633,ACH-000288,0
132,4842,2907,ACH-000367,0
133,68740,2907,ACH-001738,0
134,42611257,132971,ACH-001190,1
135,237,2907,ACH-002159,0
136,2708,3657,ACH-000979,0
137,54600319,5352062,ACH-000750,0
138,3902,237,ACH-000966,1
139,5388992,2187,ACH-000971,1
140,5388992,3657,ACH-000555,0
141,6252,4842,ACH-000617,0
142,5394,1805,ACH-001127,0
143,59691338,11977753,ACH-000900,0
144,3081361,457193,ACH-000681,1
145,3062316,32874,ACH-000849,1
146,5453,444795,ACH-002172,0
147,5311497,216239,ACH-000097,1
148,6450551,57469,ACH-000343,0
149,4842,57469,ACH-002159,0
150,2708,5360373,ACH-000651,1
151,24776445,6252,ACH-000433,0
152,216326,2187,ACH-000579,1
153,2907,216239,ACH-000811,1
154,6194,3367,ACH-000681,0
155,6194,644241,ACH-000551,0
156,5388992,5799,ACH-001127,0
157,439525,148121,ACH-000147,0
158,387447,3685,ACH-000552,1
159,5035,5746,ACH-002159,0
160,9826528,46239015,ACH-000219,0
161,400633,68740,ACH-001151,0
162,2723601,5453,ACH-000551,0
163,3902,237,ACH-000376,0
164,2567,5291,ACH-000706,0
165,15953832,387447,ACH-000395,1
166,2723601,5352062,ACH-002159,0
167,6450551,1546,ACH-000768,0
168,2567,5394,ACH-000696,1
169,5288382,216239,ACH-000757,1
170,66414,46926350,ACH-000424,1
171,2723601,126941,ACH-000811,0
172,3902,54608520,ACH-000900,0
173,123631,208908,ACH-002199,0
174,1805,3685,ACH-000367,1
175,3950,5291,ACH-000655,1
176,24776445,126941,ACH-000425,1
177,457193,40926,ACH-000555,0
178,216326,2907,ACH-000477,0
179,208908,216239,ACH-000979,0
180,9854073,2708,ACH-000504,1
181,216326,5426,ACH-000997,0
182,6194,2478,ACH-000651,1
183,24776445,216326,ACH-000966,0
184,6194,2723601,ACH-000579,0
185,2723601,2187,ACH-001208,0
186,2723601,5352062,ACH-001151,0
187,5329102,16886,ACH-000579,0
188,4212,6194,ACH-002172,0
189,3657,2187,ACH-000504,1
190,32874,16886,ACH-000966,0
191,24776445,6194,ACH-000367,0
192,11520894,46926350,ACH-000035,1
193,5329102,9826528,ACH-000757,1
194,216326,3367,ACH-001198,0
195,54600319,126941,ACH-001208,0
196,24776445,3085106,ACH-000706,1
197,6450551,4842,ACH-000681,0
198,3950,68740,ACH-000971,0
199,3950,5329102,ACH-000969,0
200,6450551,5453,ACH-000966,0
201,31703,216453,ACH-000757,0
202,54608520,208908,ACH-000817,1
203,3062316,46239015,ACH-000028,1
204,11520894,46926350,ACH-000651,0
205,3367,3657,ACH-000768,0
206,2662,32874,ACH-000148,1
207,644241,5746,ACH-000681,0
208,3081361,123631,ACH-000273,1
209,5388992,2187,ACH-000367,0
210,3902,32874,ACH-000148,0
211,42611257,1805,ACH-000147,1
212,5453,163659,ACH-000288,0
213,6194,148121,ACH-000651,0
214,5035,163659,ACH-000971,1
215,4212,6194,ACH-000900,0
216,6252,1805,ACH-000433,0
217,6194,237,ACH-000768,0
218,32874,3950,ACH-000617,0
219,1546,644241,ACH-000681,0
220,5388992,3062316,ACH-000655,1
221,644241,237,ACH-001151,1
222,32874,23615975,ACH-000555,0
223,4842,57469,ACH-001151,0
224,2723601,2567,ACH-000148,0
225,2187,4114,ACH-000148,0
226,13342,46926350,ACH-000788,0
227,9854073,4114,ACH-000861,0
228,24776445,5453,ACH-002199,0
229,24776445,2708,ACH-000615,0
230,439525,5426,ACH-001039,0
231,6252,3685,ACH-000750,0
232,5311497,46239015,ACH-001061,1
233,54600319,104741,ACH-000425,1
234,457193,5388992,ACH-000817,0
235,3657,148121,ACH-000477,0
236,354624,2141,ACH-000579,0
237,32874,5746,ACH-000367,0
238,3367,57469,ACH-000681,0
239,457193,2662,ACH-000617,1
240,3081361,6194,ACH-000367,0
241,439525,6252,ACH-000750,1
242,439525,3950,ACH-000655,1
243,400633,2907,ACH-000971,0
244,3902,5394,ACH-000148,0
245,3950,40926,ACH-000343,0
246,9826528,46239015,ACH-000651,0
247,4212,444795,ACH-000477,1
248,3950,40926,ACH-002195,0
249,11960529,46239015,ACH-000811,0
250,5311497,208908,ACH-000657,1
251,3902,3367,ACH-002199,0
252,6252,644241,ACH-000552,1
253,5329102,208908,ACH-000147,1
254,6194,1546,ACH-000555,0
255,3062316,208908,ACH-000425,0
256,3081361,644241,ACH-000463,1
257,2567,23615975,ACH-000969,1
258,2907,9826528,ACH-000097,0
259,457193,1546,ACH-000552,1
260,5799,5360373,ACH-001198,0
261,10096043,446378,ACH-000424,1
262,216453,5288382,ACH-000811,1
263,6252,5329102,ACH-000555,0
264,126565,6914657,ACH-000424,0
265,54608520,2187,ACH-000966,1
266,3950,5426,ACH-000019,0
267,5394,354624,ACH-002199,0
268,439525,1805,ACH-000900,0
269,444795,32874,ACH-000046,0
270,123631,5329102,ACH-000463,0
271,71384,2187,ACH-001190,0
272,2478,32874,ACH-000768,0
273,24964624,9826528,ACH-000395,0
274,5035,6194,ACH-000750,1
275,216326,4212,ACH-000811,0
276,5035,16886,ACH-000552,0
277,6450551,241902,ACH-000768,0
278,132971,3685,ACH-002195,0
279,23615975,2141,ACH-000615,0
280,216239,237,ACH-000555,0
281,354624,40926,ACH-002172,0
282,6252,1805,ACH-000696,0
283,444795,5329102,ACH-000706,0
284,4212,444795,ACH-000696,0
285,6194,400633,ACH-001151,0
286,54600319,4114,ACH-002159,0
287,400633,32874,ACH-000555,0
288,24776445,9854073,ACH-001738,1
289,3367,4842,ACH-002172,0
290,54600319,241902,ACH-000825,1
291,2662,32874,ACH-000861,1
292,123631,2662,ACH-000971,0
293,4842,2907,ACH-002195,0
294,13342,24958200,ACH-000115,1
295,216326,354624,ACH-001190,0
296,24958200,11960529,ACH-000219,0
297,5388992,2907,ACH-000768,0
298,6450551,126941,ACH-000433,0
299,2567,68740,ACH-000811,0
300,216239,32874,ACH-000367,0
301,5360373,241902,ACH-000273,1
302,5453,2187,ACH-000273,0
303,241902,2141,ACH-000463,1
304,6194,32874,ACH-000504,1
305,2723601,354624,ACH-000046,1
306,123631,3367,ACH-000849,0
307,59691338,5288382,ACH-000348,0
308,6450551,163659,ACH-000555,1
309,3950,5360373,ACH-000971,0
310,54608520,4842,ACH-000046,0
311,3950,2141,ACH-000477,0
312,5388992,148121,ACH-000019,0
313,5291,5799,ACH-000681,0
314,24776445,2141,ACH-000655,1
315,2708,126941,ACH-001081,0
316,71384,148121,ACH-000750,0
317,5311497,9826528,ACH-000097,0
318,132971,6450551,ACH-000615,1
319,24776445,123631,ACH-000969,0
320,163659,2187,ACH-000288,0
321,5352062,54608520,ACH-000696,0
322,2708,5426,ACH-000433,1
323,5291,5360373,ACH-000288,0
324,457193,23615975,ACH-001738,0
325,354624,54600319,ACH-000551,0
326,6252,2907,ACH-000343,0
327,3085106,237,ACH-000825,0
328,3657,2141,ACH-000019,0
329,132971,23615975,ACH-001198,0
330,6252,16886,ACH-000681,1
331,5329102,237,ACH-000900,0
332,208908,11520894,ACH-000713,1
333,6450551,2723601,ACH-000768,0
334,5035,2723601,ACH-000696,0
335,216453,11520894,ACH-000291,1
336,15953832,24958200,ACH-000147,1
337,248862,54608520,ACH-000979,0
338,31703,387447,ACH-000395,0
339,439525,3685,ACH-001738,0
340,2662,2567,ACH-000966,0
341,444795,16886,ACH-000861,0
342,32874,3685,ACH-000552,1
343,216326,32874,ACH-000655,0
344,216326,457193,ACH-000706,0
345,644241,5360373,ACH-000019,0
346,6194,2567,ACH-000428,0
347,11977753,46926350,ACH-000810,0
348,132971,16886,ACH-000046,0
349,216239,68740,ACH-000750,0
350,9854073,3685,ACH-000655,0
351,5746,208908,ACH-000810,0
352,6197,11556711,ACH-000424,0
353,2708,241902,ACH-000861,0
354,2478,3685,ACH-000817,0
355,3367,32874,ACH-000148,0
356,9854073,148121,ACH-000425,1
357,2723601,32874,ACH-001738,0
358,6450551,5035,ACH-000849,1
359,6252,644241,ACH-000696,0
360,42611257,3062316,ACH-000463,1
361,3085106,354624,ACH-000504,0
362,2733525,237,ACH-000900,0
363,3062316,126941,ACH-001151,0
364,4212,5746,ACH-000900,1
365,42611257,123631,ACH-000655,1
366,2723601,2662,ACH-000046,0
367,4212,237,ACH-000696,1
368,439525,6194,ACH-001081,0
369,457193,5746,ACH-000147,0
370,3950,23615975,ACH-000969,1
371,24776445,5388992,ACH-000768,0
372,5388992,148121,ACH-000617,0
373,2723601,1546,ACH-001039,0
374,1546,5746,ACH-000997,1
375,4091,5394,ACH-000421,0
376,444795,400633,ACH-000090,0
377,5746,208908,ACH-000463,0
378,123631,4212,ACH-000706,1
379,216326,5746,ACH-000425,0
380,354624,387447,ACH-002159,1
381,123631,3950,ACH-001081,0
382,644241,148121,ACH-000706,0
383,9854073,5426,ACH-000971,0
384,5352062,16886,ACH-002195,1
385,2708,5329102,ACH-000971,0
386,24776445,2478,ACH-000367,0
387,13342,216239,ACH-000757,1
388,5352062,54608520,ACH-000343,0
389,5311497,24964624,ACH-000788,0
390,400633,54608520,ACH-000273,0
391,444795,68740,ACH-000579,0
392,2478,237,ACH-000817,1
393,3062316,104741,ACH-002159,1
394,2708,57469,ACH-000343,0
395,6450551,71384,ACH-000433,1
396,439525,241902,ACH-000555,0
397,1805,54608520,ACH-000979,0
398,9854073,2478,ACH-001738,0
399,2708,5746,ACH-000730,0
400,457193,2187,ACH-000655,0
401,6450551,5035,ACH-000148,1
402,2907,16886,ACH-000730,0
403,132971,3085106,ACH-001198,1
404,126941,5746,ACH-002159,0
405,444795,54608520,ACH-000428,1
406,132971,6194,ACH-000477,0
407,5329102,208908,ACH-000906,1
408,126941,11977753,ACH-002179,0
409,4212,2141,ACH-000655,1
410,2723601,104741,ACH-000147,0
411,4212,5291,ACH-000997,1
412,6194,644241,ACH-000288,0
413,208908,23615975,ACH-000681,1
414,3902,126941,ACH-000555,0
415,15953832,11977753,ACH-000035,0
416,54600319,54608520,ACH-000615,0
417,5035,2907,ACH-000555,0
418,123631,3367,ACH-001039,0
419,2733525,5799,ACH-002172,0
420,5799,216326,ACH-000428,0
421,2733525,57469,ACH-000849,0
422,5394,9826528,ACH-000395,1
423,216326,3062316,ACH-000376,0
424,5394,3685,ACH-000019,0
425,24776445,5291,ACH-000019,1
426,6450551,2478,ACH-002195,0
427,457193,6252,ACH-000433,0
428,4212,104741,ACH-000477,0
429,24964624,9826528,ACH-000657,1
430,2662,216239,ACH-001208,1
431,1805,57469,ACH-000768,0
432,4114,32874,ACH-000046,0
433,3367,4114,ACH-000971,0
434,3081361,54608520,ACH-000555,0
435,400633,4842,ACH-000997,0
436,3081361,6252,ACH-001081,0
437,4114,40926,ACH-001198,0
438,3950,6252,ACH-000019,0
439,3367,5291,ACH-001208,0
440,1805,2187,ACH-001039,1
441,6194,2733525,ACH-000428,0
442,132971,2187,ACH-000969,0
443,32874,6194,ACH-000504,0
444,4842,387447,ACH-000681,0
445,5352062,1805,ACH-000811,0
446,123631,5388992,ACH-000463,1
447,457193,5388992,ACH-000969,0
448,1546,5394,ACH-000433,0
449,248862,208908,ACH-001151,0
450,216453,11960529,ACH-000906,0
451,3902,5388992,ACH-001208,0
452,400633,2478,ACH-000376,0
453,59691338,5311497,ACH-000788,0
454,444795,5746,ACH-000273,1
455,3085106,241902,ACH-000148,0
456,216326,42611257,ACH-000477,0
457,5394,400633,ACH-000750,0
458,32874,2478,ACH-000147,0
459,71384,2723601,ACH-000463,0
460,3085106,387447,ACH-000651,0
461,3085106,42611257,ACH-001208,0
462,216326,2187,ACH-002159,1
463,5035,237,ACH-000147,0
464,54600319,32874,ACH-001081,1
465,5291,1805,ACH-000367,0
466,24964624,11520894,ACH-000348,1
467,5291,23615975,ACH-000555,0
468,216326,1546,ACH-000367,0
469,6450551,3062316,ACH-000477,0
470,6252,68740,ACH-000148,0
471,248862,2478,ACH-000019,0
472,644241,237,ACH-002172,0
473,132971,237,ACH-000046,0
474,15953832,4091,ACH-000035,0
475,3081361,4842,ACH-000969,0
476,216239,46926350,ACH-000950,0
477,1805,241902,ACH-000433,0
478,3062316,4114,ACH-000288,0
479,208908,163659,ACH-000433,0
480,132971,1546,ACH-000433,0
481,24776445,3081361,ACH-000555,0
482,40926,3685,ACH-002199,0
483,3085106,2708,ACH-000046,1
484,216326,5453,ACH-001151,0
485,5311497,5394,ACH-000788,0
486,5746,57469,ACH-001081,0
487,5352062,25262965,ACH-000424,0
488,3081361,3062316,ACH-000651,0
489,123631,5329102,ACH-000997,0
490,5291,23615975,ACH-000428,1
491,2567,9826528,ACH-000421,0
492,3902,3685,ACH-000273,1
493,104741,4842,ACH-000288,0
494,248862,104741,ACH-001738,0
495,5746,11977753,ACH-000421,1
496,3950,2478,ACH-000019,0
497,104741,32874,ACH-000969,0
498,2708,4842,ACH-000651,0
499,5746,24958200,ACH-000421,0
500,163659,16886,ACH-001127,0
501,3657,237,ACH-000900,0
502,6450551,2733525,ACH-000433,0
503,44632017,6197,ACH-000424,0
504,439525,2478,ACH-002159,0
505,2723601,54600319,ACH-001081,0
506,439525,237,ACH-000551,1
507,216326,126941,ACH-002195,0
508,354624,237,ACH-000288,0
509,6917907,148121,ACH-001685,0
510,5035,71384,ACH-000750,0
511,9826528,3062316,ACH-000028,0
512,444795,54600319,ACH-001081,0
513,5035,439525,ACH-000046,0
514,132971,644241,ACH-000433,1
515,354624,16886,ACH-000463,1
516,132971,387447,ACH-000655,1
517,241902,104741,ACH-000900,0
518,400633,3062316,ACH-000019,0
519,3950,2187,ACH-000555,0
520,444795,3685,ACH-000046,0
521,9854073,5329102,ACH-001127,0
522,457193,2187,ACH-000477,0
523,3367,3062316,ACH-000273,0
524,5291,57469,ACH-000551,1
525,3902,208908,ACH-002159,0
526,2723601,3902,ACH-002159,0
527,1805,126941,ACH-000555,0
528,4842,3685,ACH-000849,0
529,3950,2141,ACH-000376,0
530,24776445,163659,ACH-000367,1
531,3902,216239,ACH-001081,0
532,54600319,68740,ACH-000681,1
533,123631,32874,ACH-000730,0
534,5743,11960529,ACH-000463,0
535,2733525,2907,ACH-001127,0
536,3367,68740,ACH-000551,0
537,457193,2907,ACH-000551,0
538,6194,40926,ACH-000428,0
539,5453,2907,ACH-000504,0
540,248862,68740,ACH-000343,0
541,4842,5746,ACH-000969,0
542,32874,3085106,ACH-000425,1
543,5453,5799,ACH-000971,0
544,1805,148121,ACH-000273,1
545,3081361,57469,ACH-000849,0
546,216326,5746,ACH-002159,0
547,5035,387447,ACH-000768,0
548,5743,216453,ACH-000906,0
549,3085106,2708,ACH-000273,0
550,59691338,216239,ACH-000943,1
551,5291,5746,ACH-000288,0
552,208908,3685,ACH-001151,1
553,24964624,46926350,ACH-000971,0
554,444795,32874,ACH-000579,0
555,163659,32874,ACH-000579,1
556,2723601,1546,ACH-000900,0
557,6194,5426,ACH-000849,1
558,5799,2141,ACH-000825,0
559,3085106,3367,ACH-002195,0
560,3081361,2141,ACH-000861,0
561,32874,32874,ACH-001151,0
562,2708,5453,ACH-000463,0
563,3950,2708,ACH-000367,0
564,5453,400633,ACH-000579,0
565,444795,3657,ACH-002195,1
566,5453,444795,ACH-000463,0
567,2662,4842,ACH-001208,0
568,5799,216239,ACH-000148,0
569,3367,3062316,ACH-000428,0
570,123631,32874,ACH-000428,1
571,3085106,2187,ACH-000617,0
572,3657,126941,ACH-000273,0
573,5388992,23615975,ACH-000367,0
574,5799,148121,ACH-000428,0
575,457193,2907,ACH-001208,0
576,24776445,237,ACH-001738,0
577,2723601,5394,ACH-000849,0
578,104741,2187,ACH-000817,0
579,11977753,16222096,ACH-000169,1
580,439525,57469,ACH-001151,0
581,6450551,104741,ACH-000579,1
582,2567,9826528,ACH-000971,0
583,42611257,23615975,ACH-000376,0
584,3367,2187,ACH-000090,0
585,3062316,57469,ACH-000997,0
586,439525,644241,ACH-000463,0
587,1546,5360373,ACH-000997,0
588,1546,5746,ACH-000425,1
589,5329102,3685,ACH-000849,0
590,216239,126941,ACH-000768,1
591,1546,57469,ACH-000046,0
592,3085106,241902,ACH-000288,0
593,354624,4114,ACH-001127,0
594,5311497,216239,ACH-000651,1
595,68740,5799,ACH-000750,0
596,104741,16886,ACH-000343,0
597,13342,216453,ACH-000900,1
598,444795,237,ACH-000706,0
599,354624,32874,ACH-002159,0
600,132971,126941,ACH-001198,0
601,24964624,387447,ACH-000950,0
602,5453,241902,ACH-000579,0
603,3081361,241902,ACH-001127,1
604,457193,6252,ACH-000696,0
605,2662,40926,ACH-001081,0
606,3081361,5352062,ACH-002159,0
607,71384,5329102,ACH-002159,1
608,644241,54600319,ACH-000433,0
609,3081361,40926,ACH-000615,1
610,3085106,444795,ACH-002199,0
611,2187,2907,ACH-000849,0
612,2723601,2662,ACH-000811,0
613,400633,32874,ACH-000617,0
614,13342,24748204,ACH-000651,0
615,148121,2907,ACH-000971,0
616,2708,3685,ACH-001127,0
617,42611257,123631,ACH-000288,1
618,3081361,5352062,ACH-000971,0
619,2662,5426,ACH-000433,0
620,208908,2141,ACH-000273,1
621,71384,439525,ACH-000997,1
622,2733525,354624,ACH-001208,0
623,3657,2187,ACH-000147,0
624,5394,11520894,ACH-000810,1
625,148121,3685,ACH-000651,0
626,4212,5352062,ACH-001127,0
627,2733525,5394,ACH-000655,0
628,354624,5426,ACH-000900,0
629,5799,216239,ACH-000463,0
630,6450551,208908,ACH-000376,0
631,3950,104741,ACH-000966,0
632,237,3685,ACH-000273,0
633,5388992,3685,ACH-001738,1
634,132971,4842,ACH-000825,0
635,216239,241902,ACH-000825,0
636,208908,5426,ACH-002195,1
637,11977753,216239,ACH-001061,1
638,457193,5352062,ACH-001039,0
639,2733525,387447,ACH-000825,1
640,15953832,24748204,ACH-000906,0
641,3085106,208908,ACH-000463,0
642,5388992,5352062,ACH-000019,0
643,2662,2141,ACH-000997,0
644,444795,2907,ACH-000615,0
645,11960529,216239,ACH-000811,1
646,24964624,5288382,ACH-000900,0
647,6252,3657,ACH-000730,0
648,31703,5288382,ACH-000788,1
649,5453,32874,ACH-000768,0
650,5799,2907,ACH-000425,0
651,5035,216326,ACH-000019,0
652,444795,241902,ACH-000696,1
653,6450551,23615975,ACH-000090,0
654,24776445,2141,ACH-000971,0
655,6194,2723601,ACH-000617,0
656,3950,3902,ACH-000477,0
657,216453,46239015,ACH-000943,1
658,6252,5426,ACH-000825,0
659,42611257,216239,ACH-000966,0
660,3081361,3950,ACH-001190,1
661,5329102,24748204,ACH-000971,1
662,5352062,387447,ACH-000730,1
663,6194,4842,ACH-001190,1
664,3081361,16886,ACH-000273,0
665,5453,3657,ACH-000425,0
666,1546,354624,ACH-000681,0
667,5035,2662,ACH-000651,1
668,4212,400633,ACH-000343,0
669,2708,2733525,ACH-001151,0
670,2723601,104741,ACH-000849,0
671,11520894,46239015,ACH-000810,1
672,5035,24776445,ACH-000706,0
673,2708,42611257,ACH-000555,0
674,2723601,54600319,ACH-000019,0
675,2662,5799,ACH-000750,0
676,71384,54600319,ACH-002199,0
677,1546,2733525,ACH-000615,0
678,216326,71384,ACH-000504,0
679,216453,5288382,ACH-000657,1
680,5291,23615975,ACH-000273,0
681,216326,5388992,ACH-000273,0
682,5453,54600319,ACH-000997,0
683,3085106,148121,ACH-001190,0
684,5360373,2187,ACH-000681,1
685,123631,16886,ACH-000147,1
686,68740,2141,ACH-000147,0
687,208908,46239015,ACH-000322,1
688,444795,3657,ACH-000811,1
689,5035,6194,ACH-000433,1
690,5329102,68740,ACH-000849,0
691,123631,3062316,ACH-000966,1
692,2723601,2478,ACH-001151,0
693,5394,11977753,ACH-000291,0
694,24776445,3062316,ACH-001738,0
695,4212,40926,ACH-000655,0
696,71384,400633,ACH-000825,0
697,439525,42611257,ACH-000825,0
698,3950,5291,ACH-000046,0
699,132971,5291,ACH-002172,0
700,2478,2907,ACH-000966,0
701,444795,5426,ACH-000997,0
702,9854073,6252,ACH-000971,0
703,444795,5746,ACH-001738,0
704,24776445,5388992,ACH-002172,1
705,15953832,5394,ACH-001418,0
706,123631,42611257,ACH-000969,0
707,132971,2907,ACH-000147,0
708,5426,387447,ACH-000997,0
709,3085106,163659,ACH-000367,0
710,3950,387447,ACH-001127,0
711,6450551,4842,ACH-002195,0
712,4091,24958200,ACH-000348,0
713,5291,5746,ACH-000555,0
714,208908,3657,ACH-001198,0
715,132971,457193,ACH-002199,1
716,59691338,5394,ACH-000900,0
717,5388992,400633,ACH-000966,0
718,6194,2733525,ACH-000367,0
719,439525,104741,ACH-000900,0
720,3081361,6252,ACH-000376,0
721,123631,148121,ACH-000433,1
722,4212,2478,ACH-000617,1
723,5291,1805,ACH-001039,0
724,2567,5426,ACH-001208,1
725,6450551,2478,ACH-000273,0
726,216326,387447,ACH-001127,0
727,1546,387447,ACH-001208,0
728,3367,2567,ACH-000148,0
729,5311497,24958200,ACH-000322,0
730,5799,2907,ACH-000463,0
731,24776445,2907,ACH-000433,1
732,2708,1805,ACH-000811,0
733,3657,2187,ACH-001081,0
734,5394,2141,ACH-000428,0
735,11960529,46239015,ACH-000395,0
736,457193,444795,ACH-000579,1
737,208908,2478,ACH-000655,0
738,9854073,104741,ACH-000552,1
739,5394,248862,ACH-000861,0
740,5746,11977753,ACH-000950,1
741,3657,32874,ACH-000969,0
742,104741,2478,ACH-000477,0
743,2907,2141,ACH-000861,1
744,5360373,104741,ACH-000997,0
745,3950,104741,ACH-000811,0
746,9826528,11520894,ACH-000665,0
747,457193,5394,ACH-000428,0
748,148121,4114,ACH-000969,0
749,2567,2141,ACH-000706,0
750,123631,40926,ACH-001190,0
751,400633,2478,ACH-000555,0
752,457193,2907,ACH-000966,0
753,15953832,9826528,ACH-000291,1
754,71384,54608520,ACH-001190,0
755,3081361,5388992,ACH-000966,1
756,6450551,2708,ACH-001039,0
757,3902,57469,ACH-000428,0
758,6450551,3081361,ACH-000979,0
759,123631,2907,ACH-001039,0
760,6252,163659,ACH-000376,0
761,24776445,3657,ACH-000376,0
762,3085106,3062316,ACH-001151,1
763,5288382,46239015,ACH-000810,1
764,5311497,46239015,ACH-001374,1
765,132971,11598628,ACH-000052,0
766,4091,11960529,ACH-000810,1
767,3902,68740,ACH-001208,0
768,2478,2907,ACH-001081,1
769,3081361,5394,ACH-000811,0
770,2662,5360373,ACH-001151,0
771,32874,2478,ACH-000555,0
772,5453,5426,ACH-000615,0
773,5035,42611257,ACH-000425,1
774,123631,68740,ACH-000376,0
775,208908,46926350,ACH-000657,1
776,1546,5426,ACH-002172,0
777,3657,216239,ACH-000147,0
778,6194,68740,ACH-000811,0
779,6450551,3367,ACH-000477,0
780,2187,387447,ACH-000019,0
781,208908,3062316,ACH-000291,1
782,216239,5426,ACH-000706,1
783,439525,54608520,ACH-000655,0
784,1546,32874,ACH-001039,0
785,237,5746,ACH-000655,0
786,68740,40926,ACH-000681,0
787,216326,40926,ACH-000900,0
788,123631,439525,ACH-000651,1
789,457193,5329102,ACH-002159,1
790,126941,54600319,ACH-000148,0
791,2733525,5394,ACH-000969,0
792,4842,40926,ACH-000090,0
793,241902,3685,ACH-002195,0
794,216326,5360373,ACH-001738,0
795,4212,148121,ACH-000811,0
