,drug_1,drug_2,cell,label
115,5352062,32874,ACH-000046,0
116,41744,32874,ACH-000655,0
117,5311497,24958200,ACH-000425,0
118,5035,36314,ACH-000425,0
119,457193,4114,ACH-000090,0
120,68740,2478,ACH-000615,0
121,36314,387447,ACH-000757,0
122,24748204,46239015,ACH-000463,0
123,2723601,16886,ACH-002195,0
124,6194,126941,ACH-001208,0
125,3950,3657,ACH-000825,0
126,41744,57469,ACH-000730,0
127,5291,4211,ACH-000817,0
128,60198,3085106,ACH-000750,1
129,5311497,24748204,ACH-000028,0
130,248862,32874,ACH-000651,0
131,42611257,11683,ACH-000706,0
132,457193,387447,ACH-000825,1
133,457193,5388992,ACH-000428,0
134,1546,354624,ACH-000504,1
135,457193,16886,ACH-000477,0
136,15953832,24958200,ACH-000463,0
137,11626560,5329102,ACH-001127,0
138,6450551,5746,ACH-000730,0
139,241902,2907,ACH-000966,0
140,241902,2907,ACH-000477,0
141,11683,2907,ACH-000966,1
142,54600319,2187,ACH-000730,1
143,1546,5799,ACH-000433,0
144,6194,457193,ACH-000706,0
145,3385,163659,ACH-000555,0
146,3085106,5291,ACH-000615,0
147,6450551,57469,ACH-000706,0
148,3950,41744,ACH-000376,0
149,11626560,4114,ACH-000681,0
150,3062316,3685,ACH-000768,1
151,1805,5746,ACH-000849,1
152,5329102,3657,ACH-000730,0
153,3950,57469,ACH-001738,1
154,4842,5746,ACH-001208,0
155,54600319,41744,ACH-001208,0
156,3367,2187,ACH-002172,0
157,6450551,4212,ACH-001081,1
158,23615975,2141,ACH-000971,1
159,5394,24748204,ACH-000757,1
160,5394,1805,ACH-000768,0
161,5035,54608520,ACH-001127,0
162,241902,2141,ACH-000428,0
163,11683,5329102,ACH-000273,0
164,6450551,9854073,ACH-002195,0
165,9854073,42611257,ACH-001127,0
166,3657,3685,ACH-000750,0
167,3385,5291,ACH-001127,1
168,44632017,25262965,ACH-000424,0
169,452548,68740,ACH-000579,0
170,3367,3657,ACH-000019,1
171,400633,3685,ACH-001738,0
172,444795,2141,ACH-000811,0
173,15983966,3197,ACH-000424,0
174,36314,216239,ACH-000348,0
175,6450551,54600319,ACH-002199,1
176,457193,104741,ACH-002195,1
177,400633,57469,ACH-000555,1
178,452548,23615975,ACH-001208,0
179,3950,36314,ACH-000425,0
180,104741,248862,ACH-001198,1
181,354624,4211,ACH-000730,0
182,5394,46239015,ACH-000651,1
183,248862,241902,ACH-000681,0
184,5329102,41744,ACH-000463,1
185,11626560,60198,ACH-001151,0
186,3657,16886,ACH-001208,0
187,5291,5746,ACH-000997,0
188,68740,40926,ACH-001039,1
189,11626560,2708,ACH-000849,1
190,3062316,3690,ACH-000651,0
191,24958200,11977753,ACH-000757,0
192,2662,57469,ACH-000477,0
193,2723601,54600319,ACH-000046,0
194,60198,41744,ACH-000817,0
195,3385,2123,ACH-001738,0
196,32874,2907,ACH-000655,0
197,4091,24964624,ACH-000147,0
198,1805,2187,ACH-002159,0
199,4211,2907,ACH-002172,0
200,5329102,40926,ACH-000730,0
201,5291,5799,ACH-000979,0
202,4091,387447,ACH-000757,0
203,241902,40926,ACH-000730,0
204,439525,387447,ACH-000730,0
205,4212,237,ACH-001127,1
206,68740,23615975,ACH-000706,0
207,3385,3685,ACH-000730,0
208,126941,5746,ACH-000551,0
209,2123,54608520,ACH-001738,0
210,208908,11977753,ACH-000906,1
211,11626560,9854073,ACH-000552,1
212,241902,68740,ACH-000849,0
213,42611257,104741,ACH-000433,0
214,216453,5311497,ACH-002179,1
215,41744,354624,ACH-000811,0
216,32874,32874,ACH-001151,0
217,4212,2723601,ACH-000966,0
218,452548,40926,ACH-001039,0
219,3085106,354624,ACH-000971,0
220,3367,40926,ACH-000811,0
221,54608520,216239,ACH-000615,0
222,4211,248862,ACH-000849,0
223,6194,54600319,ACH-000504,0
224,1546,3685,ACH-000817,0
225,60198,54600319,ACH-000376,0
226,2708,3685,ACH-000552,1
227,4212,5746,ACH-000288,1
228,2723601,3685,ACH-000730,0
229,11683,5746,ACH-000750,0
230,5329102,4114,ACH-000090,0
231,9854073,2723601,ACH-000617,0
232,5291,2478,ACH-000367,0
233,5394,24958200,ACH-002179,1
234,5394,24856436,ACH-000900,1
235,11626560,6450551,ACH-001127,1
236,5360373,216239,ACH-000655,0
237,5329102,11520894,ACH-000900,1
238,11683,457193,ACH-000966,1
239,452548,5746,ACH-000825,1
240,2662,5394,ACH-002195,0
241,24978538,23635314,ACH-000424,1
242,123631,104741,ACH-000433,0
243,3950,54608520,ACH-000979,0
244,11626560,42611257,ACH-000551,0
245,452548,68740,ACH-000971,0
246,444795,4211,ACH-001039,0
247,5035,1546,ACH-000750,0
248,4212,2187,ACH-000046,0
249,3385,4211,ACH-000817,0
250,457193,667490,ACH-000971,0
251,9826528,11520894,ACH-000322,1
252,4212,457193,ACH-000288,1
253,2723601,54600319,ACH-000425,0
254,439525,3367,ACH-000147,0
255,60198,667490,ACH-000768,0
256,3950,3385,ACH-001081,0
257,3085106,3367,ACH-000861,0
258,248862,241902,ACH-000696,1
259,123631,457193,ACH-000477,1
260,457193,16886,ACH-000861,1
261,104842,2907,ACH-000019,0
262,60198,2187,ACH-000147,1
263,4114,57469,ACH-000861,0
264,5388992,241902,ACH-002172,1
265,32874,3690,ACH-000651,0
266,6450551,3685,ACH-000551,0
267,452548,387447,ACH-002199,0
268,2708,1546,ACH-000768,0
269,9854073,3062316,ACH-000555,0
270,163659,32874,ACH-000090,1
271,5388992,32874,ACH-002195,0
272,5329102,24964624,ACH-000028,1
273,11683,68740,ACH-000343,0
274,5352062,667490,ACH-000706,0
275,3385,216453,ACH-000147,1
276,452548,2662,ACH-001081,0
277,60198,5360373,ACH-001151,0
278,123631,4212,ACH-000966,1
279,1546,5799,ACH-001151,0
280,2123,354624,ACH-000971,0
281,3085106,1805,ACH-000750,0
282,3081361,6450551,ACH-000288,1
283,248862,57469,ACH-000477,0
284,9854073,3085106,ACH-000861,1
285,3385,444795,ACH-001039,0
286,41744,68740,ACH-000433,0
287,71384,126941,ACH-000997,0
288,208908,46239015,ACH-002179,1
289,5311497,46926350,ACH-000035,1
290,248862,40926,ACH-000288,0
291,3062316,2141,ACH-000900,0
292,2907,40926,ACH-000825,0
293,3385,457193,ACH-000971,1
294,3081361,1805,ACH-000969,1
295,15953832,5329102,ACH-000028,1
296,2723601,400633,ACH-000428,0
297,444795,36314,ACH-000969,1
298,11626560,387447,ACH-000706,0
299,54600319,5352062,ACH-000966,0
300,2708,41744,ACH-000706,0
301,4091,24958200,ACH-002179,1
302,3367,2907,ACH-001039,0
303,60198,1805,ACH-002159,1
304,24748204,46239015,ACH-000552,0
305,4212,23615975,ACH-000343,0
306,60198,2662,ACH-001190,0
307,3385,24958200,ACH-000219,1
308,11626560,4212,ACH-000090,1
309,439525,5329102,ACH-000273,0
310,5799,4842,ACH-000706,0
311,2708,2141,ACH-000551,0
312,5035,4114,ACH-000706,0
313,71384,667490,ACH-000681,0
314,9854073,163659,ACH-000971,0
315,5035,248862,ACH-002199,0
316,24964624,3062316,ACH-002179,0
317,126941,400633,ACH-000147,0
318,3085106,40926,ACH-002195,0
319,54600319,2187,ACH-000768,0
320,2708,2662,ACH-001198,0
321,3085106,3657,ACH-000090,0
322,6450551,68740,ACH-002172,0
323,1546,387447,ACH-000730,0
324,123631,104842,ACH-000019,1
325,2708,126941,ACH-000555,0
326,5360373,40926,ACH-000579,0
327,444795,667490,ACH-002195,0
328,42611257,387447,ACH-002195,1
329,3081361,3062316,ACH-000966,1
330,3657,16886,ACH-000288,1
331,452548,2478,ACH-002159,0
332,3367,5746,ACH-000979,0
333,3385,216239,ACH-000097,1
334,71384,41744,ACH-000817,0
335,59691338,5746,ACH-000322,0
336,400633,387447,ACH-002172,0
337,11626560,2187,ACH-000579,1
338,3385,4114,ACH-000504,1
339,4212,216239,ACH-000706,1
340,444795,41744,ACH-000706,0
341,9826528,387447,ACH-001418,0
342,241902,16886,ACH-000681,1
343,4091,11977753,ACH-000971,0
344,163659,2187,ACH-000706,0
345,23615975,2141,ACH-000425,0
346,2662,32874,ACH-000811,1
347,5388992,57469,ACH-000730,0
348,6445562,3117,ACH-000424,0
349,208908,5746,ACH-001198,0
350,54600319,40926,ACH-000651,0
351,68740,3657,ACH-002172,1
352,54608520,4211,ACH-001127,1
353,439525,2723601,ACH-001198,0
354,1805,241902,ACH-000148,1
355,104842,5360373,ACH-000147,0
356,2123,5746,ACH-002159,0
357,5746,46239015,ACH-000573,1
358,9854073,5035,ACH-000477,1
359,46944259,9823820,ACH-000424,1
360,104741,3690,ACH-000817,0
361,5799,241902,ACH-001198,1
362,42611257,4212,ACH-000555,1
363,5388992,4211,ACH-001081,0
364,60198,2708,ACH-001039,1
365,2723601,36314,ACH-000552,0
366,9854073,6450551,ACH-000273,0
367,4211,400633,ACH-000811,0
368,104842,237,ACH-000343,0
369,36462,9826528,ACH-000971,1
370,5291,3062316,ACH-001208,1
371,354624,5329102,ACH-000433,0
372,2187,5352062,ACH-000376,0
373,2708,667490,ACH-001738,0
374,3085106,104741,ACH-000273,0
375,2662,5746,ACH-000969,0
376,32874,123631,ACH-000655,1
377,5746,24748204,ACH-000322,0
378,444795,2141,ACH-000343,0
379,36314,24958200,ACH-000425,0
380,3062316,32874,ACH-000477,0
381,9854073,5291,ACH-000997,1
382,444795,4842,ACH-000428,0
383,3657,354624,ACH-000019,0
384,667490,5746,ACH-000090,0
385,5799,57469,ACH-001039,1
386,13342,11520894,ACH-000713,0
387,68740,237,ACH-000552,0
388,237,387447,ACH-000969,0
389,3085106,5388992,ACH-000817,1
390,2723601,1546,ACH-000147,0
391,457193,23615975,ACH-001738,0
392,123631,41744,ACH-000861,0
393,457193,163659,ACH-001151,1
394,452548,667490,ACH-000706,1
395,41744,57469,ACH-000273,0
396,667490,2907,ACH-000900,0
397,400769,446378,ACH-001751,1
398,354624,104842,ACH-000696,0
399,3950,3062316,ACH-002172,0
400,2723601,126941,ACH-000825,0
401,5360373,32874,ACH-000811,0
402,6450551,123631,ACH-000552,1
403,5394,400633,ACH-000750,0
404,5746,24958200,ACH-000552,1
405,60198,241902,ACH-000555,0
406,36314,216453,ACH-000651,1
407,354624,3062316,ACH-001151,0
408,3081361,241902,ACH-000273,1
409,457193,32874,ACH-000046,1
410,71384,2187,ACH-000655,0
411,126941,4842,ACH-001127,0
412,9854073,2478,ACH-000730,0
413,5388992,57469,ACH-000655,0
414,439525,2187,ACH-000969,0
415,123631,439525,ACH-000273,1
416,5799,16886,ACH-002199,0
417,4091,46926350,ACH-000421,0
418,3385,2187,ACH-000433,1
419,11626560,237,ACH-000696,1
420,3385,11626560,ACH-000288,0
421,68740,57469,ACH-000376,1
422,9826528,46239015,ACH-000028,0
423,104741,2478,ACH-000617,0
424,4211,23615975,ACH-000555,0
425,237,16886,ACH-002195,0
426,42611257,387447,ACH-000428,0
427,24964624,6445562,ACH-000424,1
428,123631,3385,ACH-001039,1
429,452548,3950,ACH-002199,0
430,3690,32874,ACH-000768,0
431,1546,5329102,ACH-002159,0
432,123631,208908,ACH-000428,0
433,123631,457193,ACH-001127,1
434,59691338,24958200,ACH-000395,0
435,354624,104741,ACH-000817,0
436,57469,2141,ACH-000090,1
437,4212,54608520,ACH-000367,1
438,11683,2907,ACH-001039,0
439,3385,163659,ACH-000966,1
440,5743,46926350,ACH-000971,0
441,452548,2662,ACH-000019,0
442,248862,23615975,ACH-000555,0
443,1546,3685,ACH-001190,0
444,5035,11626560,ACH-000273,0
445,60198,23615975,ACH-000019,0
446,68740,5799,ACH-002195,0
447,4211,3685,ACH-000552,0
448,71384,5329102,ACH-000681,1
449,3062316,387447,ACH-002159,0
450,439525,41744,ACH-000552,0
451,5394,46239015,ACH-000900,0
452,5291,4114,ACH-000551,1
453,2723601,32874,ACH-001151,0
454,354624,3685,ACH-002172,0
455,241902,3685,ACH-000825,0
456,248862,237,ACH-002159,0
457,5799,126941,ACH-000367,0
458,41744,2187,ACH-000696,1
459,60198,444795,ACH-001151,1
460,16886,32874,ACH-000148,0
461,3062316,68740,ACH-000046,0
462,452548,387447,ACH-001198,0
463,3367,32874,ACH-000433,0
464,354624,32874,ACH-000768,0
465,5291,54600319,ACH-000551,0
466,5360373,2187,ACH-001190,0
467,3950,667490,ACH-001198,0
468,3081361,5360373,ACH-002159,0
469,15953832,46239015,ACH-000291,0
470,208908,216239,ACH-000825,0
471,6194,248862,ACH-000433,1
472,6450551,123631,ACH-000615,1
473,248862,208908,ACH-000428,0
474,4114,3685,ACH-000969,0
475,104741,4114,ACH-000148,0
476,6194,237,ACH-000425,0
477,457193,41744,ACH-000997,1
478,5743,9826528,ACH-000035,0
479,2723601,5746,ACH-000817,0
480,2907,9826528,ACH-000322,0
481,6194,11626560,ACH-000971,0
482,3081361,3685,ACH-001127,0
483,54600319,2478,ACH-001127,0
484,439525,667490,ACH-000433,0
485,3085106,4211,ACH-001198,1
486,71384,104741,ACH-000971,1
487,5329102,2907,ACH-000817,0
488,4091,9826528,ACH-000097,0
489,439525,32874,ACH-000148,0
490,452548,5746,ACH-000651,1
491,3085106,3690,ACH-000019,0
492,354624,1805,ACH-000655,0
493,5311497,24958200,ACH-000035,0
494,241902,354624,ACH-000849,0
495,2662,2187,ACH-000750,0
496,5311497,208908,ACH-000757,0
497,2662,2187,ACH-000768,0
498,452548,3367,ACH-001190,0
499,3385,54600319,ACH-000367,1
500,5360373,57469,ACH-001198,0
501,6194,2478,ACH-000969,0
502,59691338,104842,ACH-000573,0
503,5291,3685,ACH-000730,0
504,667490,248862,ACH-000979,0
505,36462,208908,ACH-000421,1
506,2723601,163659,ACH-000969,0
507,104842,54608520,ACH-000655,0
508,126941,40926,ACH-001081,0
509,5329102,46926350,ACH-000665,0
510,3085106,6194,ACH-000706,1
511,11683,2662,ACH-000148,1
512,2662,68740,ACH-000615,0
513,36462,6917907,ACH-000424,0
514,1805,5329102,ACH-000966,0
515,5394,241902,ACH-000090,1
516,5388992,4211,ACH-000730,0
517,36314,68740,ACH-000148,0
518,1546,237,ACH-000730,0
519,3385,5388992,ACH-000706,0
520,5291,23615975,ACH-001198,0
521,452548,4842,ACH-001081,0
522,6194,3690,ACH-000811,0
523,3081361,4114,ACH-000817,1
524,208908,11520894,ACH-000713,1
525,4091,24748204,ACH-000028,0
526,6450551,3081361,ACH-000849,0
527,444795,57469,ACH-000655,0
528,3367,32874,ACH-001738,0
529,9854073,216239,ACH-001081,1
530,216239,241902,ACH-000811,1
531,126941,23615975,ACH-000617,0
532,6450551,667490,ACH-000504,0
533,452548,1805,ACH-000655,0
534,1546,667490,ACH-000825,0
535,1546,2478,ACH-001039,0
536,6194,5746,ACH-002199,1
537,2662,54600319,ACH-001081,0
538,54600319,23615975,ACH-000817,0
539,42611257,400633,ACH-000768,0
540,237,3690,ACH-000825,0
541,11626560,5352062,ACH-002195,0
542,5799,3657,ACH-000555,0
543,3081361,2723601,ACH-001738,0
544,11626560,237,ACH-001208,1
545,5329102,11977753,ACH-000463,1
546,216239,387447,ACH-001738,0
547,216239,4211,ACH-000768,1
548,2708,163659,ACH-000477,1
549,24856436,24958200,ACH-001374,1
550,163659,387447,ACH-000730,1
551,452548,23615975,ACH-000681,0
552,2723601,5360373,ACH-000477,0
553,5311497,9826528,ACH-000713,0
554,9854073,4114,ACH-000343,0
555,439525,163659,ACH-000579,1
556,457193,3690,ACH-000750,0
557,60198,57469,ACH-000966,0
558,216453,24958200,ACH-000788,1
559,123631,387447,ACH-000750,0
560,5352062,32874,ACH-000504,1
561,3385,216239,ACH-000811,1
562,400633,4211,ACH-000433,1
563,2723601,4842,ACH-000825,0
564,5329102,23615975,ACH-000615,0
565,439525,11626560,ACH-000655,0
566,71384,4114,ACH-000997,0
567,6450551,104741,ACH-000971,0
568,36314,5394,ACH-000943,0
569,71384,5291,ACH-000966,0
570,208908,387447,ACH-001039,0
571,4212,387447,ACH-000651,0
572,2708,40926,ACH-000046,0
573,3385,2708,ACH-000273,0
574,2723601,3690,ACH-000861,0
575,5329102,23615975,ACH-000463,0
576,41744,237,ACH-000997,1
577,3385,46239015,ACH-001061,1
578,104842,5329102,ACH-000579,0
579,6194,354624,ACH-001208,0
580,5352062,32874,ACH-000768,0
581,123631,2723601,ACH-002159,0
582,5394,41744,ACH-000768,0
583,41744,16886,ACH-000555,0
584,60198,2141,ACH-000555,0
585,3385,5291,ACH-000555,0
586,104741,40926,ACH-000273,0
587,216239,2907,ACH-001039,0
588,59691338,24958200,ACH-001061,0
589,3085106,104741,ACH-000730,0
590,2708,3367,ACH-000655,0
591,42611257,439525,ACH-000750,1
592,104842,46926350,ACH-000291,0
593,6194,444795,ACH-000579,0
594,32874,23615975,ACH-000552,0
595,3081361,457193,ACH-000147,1
596,3081361,36314,ACH-000768,1
597,400633,5799,ACH-001190,0
598,2723601,40926,ACH-000019,0
599,54608520,237,ACH-001151,0
600,6194,5352062,ACH-001190,0
601,6450551,667490,ACH-000555,0
602,4842,23615975,ACH-000811,0
603,354624,36314,ACH-000730,0
604,59691338,5329102,ACH-002179,1
605,54600319,36314,ACH-000696,1
606,3062316,2141,ACH-000997,0
607,4211,354624,ACH-000900,0
608,5035,71384,ACH-000428,0
609,5394,46926350,ACH-000810,0
610,23615975,3690,ACH-000288,1
611,2907,5394,ACH-001418,0
612,6194,3690,ACH-000861,0
613,60198,2187,ACH-001081,0
614,1805,5746,ACH-000425,1
615,5394,5360373,ACH-000615,0
616,452548,40926,ACH-000651,0
617,5799,3657,ACH-000825,0
618,457193,5388992,ACH-000655,0
619,59691338,46239015,ACH-000395,0
620,9854073,3062316,ACH-000966,1
621,4211,2187,ACH-001738,1
622,216239,4211,ACH-000273,1
623,123631,439525,ACH-000428,1
624,6194,40926,ACH-001081,0
625,2662,5394,ACH-000768,1
626,11626560,354624,ACH-000768,0
627,2907,216453,ACH-000115,1
628,241902,104741,ACH-000900,0
629,5329102,46239015,ACH-000943,1
630,46907787,36462,ACH-001685,1
631,42611257,11683,ACH-000617,1
632,5291,5746,ACH-000090,0
633,216239,2141,ACH-000971,0
634,3062316,11520894,ACH-000115,1
635,42611257,4114,ACH-000969,1
636,11626560,457193,ACH-001190,0
637,241902,5352062,ACH-001208,0
638,24964624,104842,ACH-000757,1
639,439525,54600319,ACH-002199,0
640,126941,5329102,ACH-001418,0
641,241902,2478,ACH-001127,1
642,3950,54608520,ACH-001127,0
643,104842,41744,ACH-000655,0
644,13342,11977753,ACH-000322,1
645,104741,2187,ACH-000997,0
646,6194,5329102,ACH-000969,0
647,11626560,3062316,ACH-000979,1
648,15953832,387447,ACH-000421,1
649,5388992,400633,ACH-000768,0
650,2723601,248862,ACH-000681,0
651,6194,387447,ACH-000148,0
652,59691338,5743,ACH-001374,1
653,71384,3385,ACH-001081,0
654,3950,40926,ACH-000273,0
655,2723601,387447,ACH-000997,1
656,15953832,387447,ACH-000552,1
657,11626560,457193,ACH-001081,1
658,3085106,2141,ACH-000551,0
659,36314,667490,ACH-002195,0
660,163659,400633,ACH-000615,1
661,6445562,46926350,ACH-000424,1
662,104741,4842,ACH-000730,0
663,2723601,40926,ACH-000477,0
664,2123,42611257,ACH-000615,0
665,3657,2141,ACH-001127,0
666,11626560,208908,ACH-000463,1
667,36314,667490,ACH-000730,0
668,2723601,32874,ACH-000552,0
669,2708,57469,ACH-000900,0
670,15953832,36314,ACH-000657,1
671,3657,2478,ACH-000997,1
672,2708,5352062,ACH-000849,0
673,11626560,163659,ACH-000147,1
674,457193,3685,ACH-001738,1
675,216453,216239,ACH-001374,1
676,3950,42611257,ACH-000768,0
677,41744,23615975,ACH-001151,0
678,54600319,5799,ACH-000433,0
679,2708,54600319,ACH-000617,0
680,54608520,41744,ACH-000817,1
681,2708,2723601,ACH-000997,0
682,457193,23615975,ACH-000552,0
683,3690,40926,ACH-000433,0
684,2723601,3657,ACH-000825,0
685,54600319,4114,ACH-000730,0
686,216453,9826528,ACH-001374,1
687,9854073,216239,ACH-000425,1
688,3367,241902,ACH-001039,0
689,354624,54608520,ACH-000969,0
690,36314,16886,ACH-000681,0
691,104842,41744,ACH-000861,1
692,60198,163659,ACH-000428,1
693,2662,57469,ACH-000504,0
694,32874,4212,ACH-000651,0
695,60198,5291,ACH-000825,0
696,41744,104741,ACH-000979,0
697,452548,354624,ACH-000811,0
698,216453,24964624,ACH-000348,1
699,23615975,57469,ACH-000376,0
700,216453,24856436,ACH-000788,1
701,2907,40926,ACH-000811,0
702,42611257,5352062,ACH-002195,0
703,5394,4842,ACH-000376,0
704,24748204,387447,ACH-000651,0
705,2907,32874,ACH-000551,0
706,6194,36314,ACH-000090,0
707,452548,104741,ACH-000046,0
708,24958200,11977753,ACH-000943,1
709,5352062,3685,ACH-000969,0
710,3385,40926,ACH-000463,0
711,2723601,216239,ACH-001198,1
712,5329102,2187,ACH-000343,1
713,4212,68740,ACH-000969,0
714,1546,2478,ACH-000147,0
715,24964624,6917907,ACH-001685,0
716,6197,400769,ACH-000424,1
717,11626560,354624,ACH-000825,1
718,2708,57469,ACH-000147,0
719,1546,23615975,ACH-000969,0
720,104842,3657,ACH-000504,0
721,60198,4211,ACH-000343,1
722,126941,667490,ACH-002195,0
723,9826528,3062316,ACH-000028,0
724,104842,163659,ACH-000433,0
725,4842,5746,ACH-002172,0
726,265237,8975,ACH-000702,1
727,11683,16886,ACH-000433,0
728,237,16886,ACH-002199,0
729,126941,5291,ACH-000849,0
730,2723601,104842,ACH-000750,0
731,4212,2708,ACH-000900,0
732,452548,3685,ACH-000655,0
733,41744,2907,ACH-000343,0
734,5360373,32874,ACH-001198,0
735,237,23615975,ACH-000090,0
736,5394,3062316,ACH-000148,0
737,68740,3685,ACH-000428,1
738,9854073,208908,ACH-000979,1
739,452548,104741,ACH-000090,0
740,2187,1805,ACH-000046,0
741,11626560,3657,ACH-000433,0
742,11626560,5352062,ACH-000273,0
743,36314,3657,ACH-001151,0
744,9854073,23615975,ACH-000551,0
745,36314,216239,ACH-000849,1
746,54600319,23615975,ACH-000463,0
747,3085106,3690,ACH-000849,0
748,444795,2478,ACH-000817,0
749,11626560,40926,ACH-001738,0
750,5291,40926,ACH-000655,0
751,36314,5329102,ACH-000615,0
752,40926,32874,ACH-000367,0
753,3950,241902,ACH-002199,0
754,123631,241902,ACH-000706,1
755,3085106,5746,ACH-000504,1
756,123631,2141,ACH-002195,0
757,3081361,3367,ACH-002199,0
758,126941,216453,ACH-000757,0
759,2708,41744,ACH-002159,0
760,1546,248862,ACH-000367,1
761,60198,57469,ACH-000147,0
762,5360373,387447,ACH-000148,1
763,24958200,9826528,ACH-000900,0
764,5799,241902,ACH-000477,0
765,23615975,2141,ACH-000288,1
766,354624,104842,ACH-000768,0
767,11626560,104842,ACH-000273,0
768,123631,5291,ACH-000730,0
769,54608520,2907,ACH-000969,1
770,3385,36314,ACH-000617,0
771,5291,4842,ACH-000376,0
772,5394,237,ACH-000825,0
773,2723601,32874,ACH-001738,0
774,36314,24964624,ACH-000348,1
775,6450551,3081361,ACH-000971,0
776,5799,3950,ACH-001151,0
777,11683,3657,ACH-000696,0
778,444795,40926,ACH-000696,0
779,41744,68740,ACH-001190,0
780,3085106,11626560,ACH-001208,0
781,6450551,163659,ACH-000433,1
782,2708,208908,ACH-000971,1
783,5394,1805,ACH-000900,0
784,6450551,6194,ACH-001039,1
785,2723601,16886,ACH-000997,0
786,5352062,5746,ACH-000696,1
787,400633,5329102,ACH-000861,0
788,3950,104741,ACH-000750,0
789,59691338,126941,ACH-000950,0
790,6450551,241902,ACH-002172,0
791,16886,2141,ACH-000900,0
792,457193,4114,ACH-000425,0
793,2723601,40926,ACH-001208,0
794,3657,2141,ACH-000148,0
795,3081361,5360373,ACH-000148,0
